Phase,Compo1,Compo2,Compo3,Compo4,Compo5,Compo6,Compo7,Compo8,Eea (ev)_x,I1 (ev)_x,I2 (ev)_x,Tm (K)_x,AW_x,AN_x,Rm (nm)_x,Rc (nm)_x,Gp_x,P_x,VEC_x,sVEC_x,pVEC_x,dVEC_x,XP_x,XM_x,Cp (J/molK)_x,K (W/m)/K 300K_x,W_x,D_x,Hf (kJ/mol)_x,LP_x,Tb (K)_x,Element_y,Eea (ev)_y,I1 (ev)_y,I2 (ev)_y,Tm (K)_y,AW_y,AN_y,Rm (nm)_y,Rc (nm)_y,Gp_y,P_y,VEC_y,sVEC_y,pVEC_y,dVEC_y,XP_y,XM_y,Cp (J/molK)_y,K (W/m)/K 300K_y,W_y,D_y,Hf (kJ/mol)_y,LP_y,Tb (K)_y,Eea (ev)_x,I1 (ev)_x,I2 (ev)_x,Tm (K)_x,AW_x,AN_x,Rm (nm)_x,Rc (nm)_x,Gp_x,P_x,VEC_x,sVEC_x,pVEC_x,dVEC_x,XP_x,XM_x,Cp (J/molK)_x,K (W/m)/K 300K_x,W_x,D_x,Hf (kJ/mol)_x,LP_x,Tb (K)_x,Element_y,Eea (ev)_y,I1 (ev)_y,I2 (ev)_y,Tm (K)_y,AW_y,AN_y,Rm (nm)_y,Rc (nm)_y,Gp_y,P_y,VEC_y,sVEC_y,pVEC_y,dVEC_y,XP_y,XM_y,Cp (J/molK)_y,K (W/m)/K 300K_y,W_y,D_y,Hf (kJ/mol)_y,LP_y,Tb (K)_y,Eea (ev)_x,I1 (ev)_x,I2 (ev)_x,Tm (K)_x,AW_x,AN_x,Rm (nm)_x,Rc (nm)_x,Gp_x,P_x,VEC_x,sVEC_x,pVEC_x,dVEC_x,XP_x,XM_x,Cp (J/molK)_x,K (W/m)/K 300K_x,W_x,D_x,Hf (kJ/mol)_x,LP_x,Tb (K)_x,Element_y,Eea (ev)_y,I1 (ev)_y,I2 (ev)_y,Tm (K)_y,AW_y,AN_y,Rm (nm)_y,Rc (nm)_y,Gp_y,P_y,VEC_y,sVEC_y,pVEC_y,dVEC_y,XP_y,XM_y,Cp (J/molK)_y,K (W/m)/K 300K_y,W_y,D_y,Hf (kJ/mol)_y,LP_y,Tb (K)_y,Eea (ev)_x,I1 (ev)_x,I2 (ev)_x,Tm (K)_x,AW_x,AN_x,Rm (nm)_x,Rc (nm)_x,Gp_x,P_x,VEC_x,sVEC_x,pVEC_x,dVEC_x,XP_x,XM_x,Cp (J/molK)_x,K (W/m)/K 300K_x,W_x,D_x,Hf (kJ/mol)_x,LP_x,Tb (K)_x,Element_y,Eea (ev)_y,I1 (ev)_y,I2 (ev)_y,Tm (K)_y,AW_y,AN_y,Rm (nm)_y,Rc (nm)_y,Gp_y,P_y,VEC_y,sVEC_y,pVEC_y,dVEC_y,XP_y,XM_y,Cp (J/molK)_y,K (W/m)/K 300K_y,W_y,D_y,Hf (kJ/mol)_y,LP_y,Tb (K)_y
1,85.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.4328,5.986,1.882.883,933.47,2.698.154,13,0.1432,0.121,13,3,3,2,1,0,1.61,1.37,24.2,237.0,4.19,2.7,10.79,16.472,2792.15,Ce,0.57,5.539,1.088.252,1068.15,140.116,58,0.1825,0.204,3,6,3,2,0,1,1.12,1.31,26.94,11.4,2.8,6.77,5.46,26.296,3716.15,0.676,6.766,1.648.546,2180.15,519.961,24.0,0.1249,0.139,6.0,4.0,6.0,1.0,0.0,5.0,1.66,1.56,23.35,93.7,4.4,7.15,16.9,11.57,2944.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,85.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.4328,5.986,1.882.883,933.47,2.698.154,13,0.1432,0.121,13,3,3,2,1,0,1.61,1.37,24.2,237.0,4.19,2.7,10.79,16.472,2792.15,Ce,0.57,5.539,1.088.252,1068.15,140.116,58,0.1825,0.204,3,6,3,2,0,1,1.12,1.31,26.94,11.4,2.8,6.77,5.46,26.296,3716.15,0.662,7.881,1.708.038,1768.15,589.332,27.0,0.1251,0.126,9.0,4.0,9.0,2.0,0.0,7.0,1.88,1.77,24.81,100.0,4.7,8.86,16.19,21.845,3200.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,85.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.4328,5.986,1.882.883,933.47,2.698.154,13,0.1432,0.121,13,3,3,2,1,0,1.61,1.37,24.2,237.0,4.19,2.7,10.79,16.472,2792.15,Cr,0.676,6.766,1.648.546,2180.15,519.961,24,0.1249,0.139,6,4,6,1,0,5,1.66,1.56,23.35,93.7,4.4,7.15,16.9,11.57,2944.15,1.39,8.152,1.634.555,1687.15,28.085,14.0,0.1153,0.111,14.0,3.0,4.0,2.0,2.0,0.0,1.9,1.95,19.789,148.0,4.85,2.329,50.55,40.888,3538.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,85.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.4328,5.986,1.882.883,933.47,2.698.154,13,0.1432,0.121,13,3,3,2,1,0,1.61,1.37,24.2,237.0,4.19,2.7,10.79,16.472,2792.15,Gd,0.137,6.15,1.212.624,1585.15,157.25,64,0.1801,0.196,3,6,3,2,0,1,1.2,1.35,37.03,10.6,5.1,7.9,10.05,66.663,3546.15,1.157,7.64,1.816.863,1728.15,586.934,28.0,0.1246,0.124,10.0,4.0,10.0,2.0,0.0,8.0,1.91,1.82,26.07,90.7,5.15,8.9,17.47,10.793,3186.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,86.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.4328,5.986,1.882.883,933.47,2.698.154,13,0.1432,0.121,13,3,3,2,1,0,1.61,1.37,24.2,237.0,4.19,2.7,10.79,16.472,2792.15,Ce,0.57,5.539,1.088.252,1068.15,140.116,58,0.1825,0.204,3,6,3,2,0,1,1.12,1.31,26.94,11.4,2.8,6.77,5.46,26.296,3716.15,-0.5,7.434,1.563.974,1519.15,5.493.805,25.0,0.135,0.139,7.0,4.0,7.0,2.0,0.0,5.0,1.55,1.65,26.32,7.82,3.9,7.3,12.05,320.085,2334.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,86.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.4328,5.986,1.882.883,933.47,2.698.154,13,0.1432,0.121,13,3,3,2,1,0,1.61,1.37,24.2,237.0,4.19,2.7,10.79,16.472,2792.15,Fe,0.153,7.903,1.618.801,1811.15,55.845,26,0.1241,0.132,8,4,8,2,0,6,1.83,1.68,25.1,80.2,4.65,7.87,13.8,11.552,3134.15,1.157,7.64,1.816.863,1728.15,586.934,28.0,0.1246,0.124,10.0,4.0,10.0,2.0,0.0,8.0,1.91,1.82,26.07,90.7,5.15,8.9,17.47,10.793,3186.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,86.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.4328,5.986,1.882.883,933.47,2.698.154,13,0.1432,0.121,13,3,3,2,1,0,1.61,1.37,24.2,237.0,4.19,2.7,10.79,16.472,2792.15,Mn,-0.5,7.434,1.563.974,1519.15,5.493.805,25,0.135,0.139,7,4,7,2,0,5,1.55,1.65,26.32,7.82,3.9,7.3,12.05,320.085,2334.15,1.157,7.64,1.816.863,1728.15,586.934,28.0,0.1246,0.124,10.0,4.0,10.0,2.0,0.0,8.0,1.91,1.82,26.07,90.7,5.15,8.9,17.47,10.793,3186.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,87.5,2.0,10.5,0.0,0.0,0.0,0.0,0.0,0.4328,5.986,1.882.883,933.47,2.698.154,13,0.1432,0.121,13,3,3,2,1,0,1.61,1.37,24.2,237.0,4.19,2.7,10.79,16.472,2792.15,Fe,0.153,7.903,1.618.801,1811.15,55.845,26,0.1241,0.132,8,4,8,2,0,6,1.83,1.68,25.1,80.2,4.65,7.87,13.8,11.552,3134.15,1.157,7.64,1.816.863,1728.15,586.934,28.0,0.1246,0.124,10.0,4.0,10.0,2.0,0.0,8.0,1.91,1.82,26.07,90.7,5.15,8.9,17.47,10.793,3186.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,87.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.4328,5.986,1.882.883,933.47,2.698.154,13,0.1432,0.121,13,3,3,2,1,0,1.61,1.37,24.2,237.0,4.19,2.7,10.79,16.472,2792.15,La,0.55,5.577,1.105.871,1193.15,138.91,57,0.1879,0.207,3,6,3,2,0,1,1.1,1.32,27.11,13.5,3.4,6.15,6.2,148.598,3737.15,1.157,7.64,1.816.863,1728.15,586.934,28.0,0.1246,0.124,10.0,4.0,10.0,2.0,0.0,8.0,1.91,1.82,26.07,90.7,5.15,8.9,17.47,10.793,3186.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,88.75,1.25,10.0,0.0,0.0,0.0,0.0,0.0,0.4328,5.986,1.882.883,933.47,2.698.154,13,0.1432,0.121,13,3,3,2,1,0,1.61,1.37,24.2,237.0,4.19,2.7,10.79,16.472,2792.15,Ca,0.025,6.113,1.187.128,1115.15,40.078,20,0.1976,0.176,2,4,2,2,0,0,1.0,1.32,25.929,200.0,2.71,1.54,8.54,41.692,1757.15,1.157,7.64,1.816.863,1728.15,586.934,28.0,0.1246,0.124,10.0,4.0,10.0,2.0,0.0,8.0,1.91,1.82,26.07,90.7,5.15,8.9,17.47,10.793,3186.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,88.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.4328,5.986,1.882.883,933.47,2.698.154,13,0.1432,0.121,13,3,3,2,1,0,1.61,1.37,24.2,237.0,4.19,2.7,10.79,16.472,2792.15,Ce,0.57,5.539,1.088.252,1068.15,140.116,58,0.1825,0.204,3,6,3,2,0,1,1.12,1.31,26.94,11.4,2.8,6.77,5.46,26.296,3716.15,0.528,6.746,1.465.513,2183.15,509.415,23.0,0.1316,0.153,5.0,4.0,5.0,2.0,0.0,3.0,1.63,1.53,24.89,30.7,4.44,6.0,20.9,13.399,3680.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,88.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.4328,5.986,1.882.883,933.47,2.698.154,13,0.1432,0.121,13,3,3,2,1,0,1.61,1.37,24.2,237.0,4.19,2.7,10.79,16.472,2792.15,Co,0.662,7.881,1.708.038,1768.15,589.332,27,0.1251,0.126,9,4,9,2,0,7,1.88,1.77,24.81,100.0,4.7,8.86,16.19,21.845,3200.15,1.157,7.64,1.816.863,1728.15,586.934,28.0,0.1246,0.124,10.0,4.0,10.0,2.0,0.0,8.0,1.91,1.82,26.07,90.7,5.15,8.9,17.47,10.793,3186.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,8.0,14.0,78.0,0.0,0.0,0.0,0.0,0.0,0.4328,5.986,1.882.883,933.47,2.698.154,13,0.1432,0.121,13,3,3,2,1,0,1.61,1.37,24.2,237.0,4.19,2.7,10.79,16.472,2792.15,B,0.28,8.298,2.515.521,2349.15,10.81,5,0.082,0.084,13,2,3,2,1,0,2.04,1.77,11.087,27.0,4.75,2.34,50.2,86.991,4200.15,0.153,7.903,1.618.801,1811.15,55.845,26.0,0.1241,0.132,8.0,4.0,8.0,2.0,0.0,6.0,1.83,1.68,25.1,80.2,4.65,7.87,13.8,11.552,3134.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,8.0,34.0,58.0,0.0,0.0,0.0,0.0,0.0,0.4328,5.986,1.882.883,933.47,2.698.154,13,0.1432,0.121,13,3,3,2,1,0,1.61,1.37,24.2,237.0,4.19,2.7,10.79,16.472,2792.15,B,0.28,8.298,2.515.521,2349.15,10.81,5,0.082,0.084,13,2,3,2,1,0,2.04,1.77,11.087,27.0,4.75,2.34,50.2,86.991,4200.15,1.157,7.64,1.816.863,1728.15,586.934,28.0,0.1246,0.124,10.0,4.0,10.0,2.0,0.0,8.0,1.91,1.82,26.07,90.7,5.15,8.9,17.47,10.793,3186.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,8.0,10.0,82.0,0.0,0.0,0.0,0.0,0.0,0.4328,5.986,1.882.883,933.47,2.698.154,13,0.1432,0.121,13,3,3,2,1,0,1.61,1.37,24.2,237.0,4.19,2.7,10.79,16.472,2792.15,Ce,0.57,5.539,1.088.252,1068.15,140.116,58,0.1825,0.204,3,6,3,2,0,1,1.12,1.31,26.94,11.4,2.8,6.77,5.46,26.296,3716.15,1.236,7.726,2.029.227,1357.77,63.546,29.0,0.1278,0.132,11.0,4.0,11.0,1.0,0.0,10.0,1.9,1.85,24.44,401.0,4.7,8.96,13.05,11.872,2835.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,90.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.4328,5.986,1.882.883,933.47,2.698.154,13,0.1432,0.121,13,3,3,2,1,0,1.61,1.37,24.2,237.0,4.19,2.7,10.79,16.472,2792.15,Ce,0.57,5.539,1.088.252,1068.15,140.116,58,0.1825,0.204,3,6,3,2,0,1,1.12,1.31,26.94,11.4,2.8,6.77,5.46,26.296,3716.15,0.917,6.759,1.430.274,2750.15,92.906,41.0,0.1429,0.164,5.0,5.0,5.0,1.0,0.0,4.0,1.6,1.61,24.6,53.7,4.2,8.57,26.4,18.306,5017.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,90.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.4328,5.986,1.882.883,933.47,2.698.154,13,0.1432,0.121,13,3,3,2,1,0,1.61,1.37,24.2,237.0,4.19,2.7,10.79,16.472,2792.15,Cr,0.676,6.766,1.648.546,2180.15,519.961,24,0.1249,0.139,6,4,6,1,0,5,1.66,1.56,23.35,93.7,4.4,7.15,16.9,11.57,2944.15,1.39,8.152,1.634.555,1687.15,28.085,14.0,0.1153,0.111,14.0,3.0,4.0,2.0,2.0,0.0,1.9,1.95,19.789,148.0,4.85,2.329,50.55,40.888,3538.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,90.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.4328,5.986,1.882.883,933.47,2.698.154,13,0.1432,0.121,13,3,3,2,1,0,1.61,1.37,24.2,237.0,4.19,2.7,10.79,16.472,2792.15,Fe,0.153,7.903,1.618.801,1811.15,55.845,26,0.1241,0.132,8,4,8,2,0,6,1.83,1.68,25.1,80.2,4.65,7.87,13.8,11.552,3134.15,1.157,7.64,1.816.863,1728.15,586.934,28.0,0.1246,0.124,10.0,4.0,10.0,2.0,0.0,8.0,1.91,1.82,26.07,90.7,5.15,8.9,17.47,10.793,3186.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,91.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.4328,5.986,1.882.883,933.47,2.698.154,13,0.1432,0.121,13,3,3,2,1,0,1.61,1.37,24.2,237.0,4.19,2.7,10.79,16.472,2792.15,La,0.55,5.577,1.105.871,1193.15,138.91,57,0.1879,0.207,3,6,3,2,0,1,1.1,1.32,27.11,13.5,3.4,6.15,6.2,148.598,3737.15,1.157,7.64,1.816.863,1728.15,586.934,28.0,0.1246,0.124,10.0,4.0,10.0,2.0,0.0,8.0,1.91,1.82,26.07,90.7,5.15,8.9,17.47,10.793,3186.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,12.0,68.0,20.0,0.0,0.0,0.0,0.0,0.0,2.309,9.226,2.052.132,1337.33,196.97,79,0.1442,0.136,11,6,11,1,0,10,2.54,2.33,25.418,317.0,5.32,19.3,12.55,18.145,3129.15,Pd,0.562,8.337,1.938.125,1828.05,106.42,46,0.1375,0.139,10,5,10,0,0,10,2.2,1.83,25.98,71.8,5.0,12.0,17.6,15.447,3236.15,1.39,8.152,1.634.555,1687.15,28.085,14.0,0.1153,0.111,14.0,3.0,4.0,2.0,2.0,0.0,1.9,1.95,19.789,148.0,4.85,2.329,50.55,40.888,3538.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,45.0,45.0,10.0,0.0,0.0,0.0,0.0,0.0,2.309,9.226,2.052.132,1337.33,196.97,79,0.1442,0.136,11,6,11,1,0,10,2.54,2.33,25.418,317.0,5.32,19.3,12.55,18.145,3129.15,Cu,1.236,7.726,2.029.227,1357.77,63.546,29,0.1278,0.132,11,4,11,1,0,10,1.9,1.85,24.44,401.0,4.7,8.96,13.05,11.872,2835.15,0.55,5.577,1.105.871,1193.15,138.91,57.0,0.1879,0.207,3.0,6.0,3.0,2.0,0.0,1.0,1.1,1.32,27.11,13.5,3.4,6.15,6.2,148.598,3737.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4.0,81.0,15.0,0.0,0.0,0.0,0.0,0.0,2.309,9.226,2.052.132,1337.33,196.97,79,0.1442,0.136,11,6,11,1,0,10,2.54,2.33,25.418,317.0,5.32,19.3,12.55,18.145,3129.15,Pd,0.562,8.337,1.938.125,1828.05,106.42,46,0.1375,0.139,10,5,10,0,0,10,2.2,1.83,25.98,71.8,5.0,12.0,17.6,15.447,3236.15,1.39,8.152,1.634.555,1687.15,28.085,14.0,0.1153,0.111,14.0,3.0,4.0,2.0,2.0,0.0,1.9,1.95,19.789,148.0,4.85,2.329,50.55,40.888,3538.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,53.2,27.5,19.3,0.0,0.0,0.0,0.0,0.0,2.309,9.226,2.052.132,1337.33,196.97,79,0.1442,0.136,11,6,11,1,0,10,2.54,2.33,25.418,317.0,5.32,19.3,12.55,18.145,3129.15,Pb,0.357,7.417,1.503.342,600.61,207.2,82,0.175,0.146,14,6,4,2,2,0,2.33,1.62,26.65,35.3,4.18,11.3,4.799,32.207,2022.15,1.047,8.608,1.653.003,903.78,121.76,51.0,0.153,0.139,15.0,5.0,5.0,2.0,3.0,0.0,2.05,1.98,25.23,24.3,4.56,6.68,19.87,64.267,1860.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10.0,9.0,81.0,0.0,0.0,0.0,0.0,0.0,0.28,8.298,2.515.521,2349.15,10.81,5,0.082,0.084,13,2,3,2,1,0,2.04,1.77,11.087,27.0,4.75,2.34,50.2,86.991,4200.15,C,1.262,11.26,2.438.306,3823.15,120.107,6,0.0773,0.076,14,2,4,2,2,0,2.55,2.51,8.517,129.0,5.0,2.2,117.0,45.803,4300.15,0.153,7.903,1.618.801,1811.15,55.845,26.0,0.1241,0.132,8.0,4.0,8.0,2.0,0.0,6.0,1.83,1.68,25.1,80.2,4.65,7.87,13.8,11.552,3134.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,10.0,14.0,76.0,0.0,0.0,0.0,0.0,0.0,0.28,8.298,2.515.521,2349.15,10.81,5,0.082,0.084,13,2,3,2,1,0,2.04,1.77,11.087,27.0,4.75,2.34,50.2,86.991,4200.15,Cr,0.676,6.766,1.648.546,2180.15,519.961,24,0.1249,0.139,6,4,6,1,0,5,1.66,1.56,23.35,93.7,4.4,7.15,16.9,11.57,2944.15,0.153,7.903,1.618.801,1811.15,55.845,26.0,0.1241,0.132,8.0,4.0,8.0,2.0,0.0,6.0,1.83,1.68,25.1,80.2,4.65,7.87,13.8,11.552,3134.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,10.0,22.0,68.0,0.0,0.0,0.0,0.0,0.0,0.28,8.298,2.515.521,2349.15,10.81,5,0.082,0.084,13,2,3,2,1,0,2.04,1.77,11.087,27.0,4.75,2.34,50.2,86.991,4200.15,Cr,0.676,6.766,1.648.546,2180.15,519.961,24,0.1249,0.139,6,4,6,1,0,5,1.66,1.56,23.35,93.7,4.4,7.15,16.9,11.57,2944.15,0.153,7.903,1.618.801,1811.15,55.845,26.0,0.1241,0.132,8.0,4.0,8.0,2.0,0.0,6.0,1.83,1.68,25.1,80.2,4.65,7.87,13.8,11.552,3134.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,10.0,15.0,75.0,0.0,0.0,0.0,0.0,0.0,0.28,8.298,2.515.521,2349.15,10.81,5,0.082,0.084,13,2,3,2,1,0,2.04,1.77,11.087,27.0,4.75,2.34,50.2,86.991,4200.15,Cu,1.236,7.726,2.029.227,1357.77,63.546,29,0.1278,0.132,11,4,11,1,0,10,1.9,1.85,24.44,401.0,4.7,8.96,13.05,11.872,2835.15,0.153,7.903,1.618.801,1811.15,55.845,26.0,0.1241,0.132,8.0,4.0,8.0,2.0,0.0,6.0,1.83,1.68,25.1,80.2,4.65,7.87,13.8,11.552,3134.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11.0,5.0,84.0,0.0,0.0,0.0,0.0,0.0,0.28,8.298,2.515.521,2349.15,10.81,5,0.082,0.084,13,2,3,2,1,0,2.04,1.77,11.087,27.0,4.75,2.34,50.2,86.991,4200.15,C,1.262,11.26,2.438.306,3823.15,120.107,6,0.0773,0.076,14,2,4,2,2,0,2.55,2.51,8.517,129.0,5.0,2.2,117.0,45.803,4300.15,0.153,7.903,1.618.801,1811.15,55.845,26.0,0.1241,0.132,8.0,4.0,8.0,2.0,0.0,6.0,1.83,1.68,25.1,80.2,4.65,7.87,13.8,11.552,3134.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,12.5,70.0,17.5,0.0,0.0,0.0,0.0,0.0,0.28,8.298,2.515.521,2349.15,10.81,5,0.082,0.084,13,2,3,2,1,0,2.04,1.77,11.087,27.0,4.75,2.34,50.2,86.991,4200.15,Fe,0.153,7.903,1.618.801,1811.15,55.845,26,0.1241,0.132,8,4,8,2,0,6,1.83,1.68,25.1,80.2,4.65,7.87,13.8,11.552,3134.15,1.39,8.152,1.634.555,1687.15,28.085,14.0,0.1153,0.111,14.0,3.0,4.0,2.0,2.0,0.0,1.9,1.95,19.789,148.0,4.85,2.329,50.55,40.888,3538.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
